N-gram-feat-comb,total_feat_num,weight scheme,classifier,cv-acc,cv-balanced_acc,cv-roc,cv-f1-fake,acc,balanced_acc,roc,f1_fake,f1_real
3-0-0 char-word-func,7927,logent,LogisticRegression,0.55,0.5,0.75,0.0,0.57,0.5,0.87,0.0,0.73
3-0-0 char-word-func,7927,logent,LinearSVC,0.55,0.5,0.75,0.0,0.57,0.5,0.0,0.0,0.73
3-0-0 char-word-func,7927,logent,SVC,0.55,0.5,0.8,0.0,0.57,0.5,0.0,0.0,0.73
3-0-0 char-word-func,7927,logent,DecisionTreeClassifier,0.72,0.72,0.72,0.68,0.79,0.78,0.78,0.75,0.81
3-0-0 char-word-func,7927,logent,RandomForestClassifier,0.59,0.55,0.78,0.18,0.68,0.62,0.91,0.4,0.78
3-0-0 char-word-func,7927,logent,MultinomialNB,0.61,0.59,0.77,0.35,0.75,0.71,0.89,0.58,0.82
3-0-0 char-word-func,7927,logent,BernoulliNB,0.64,0.66,0.7,0.68,0.69,0.72,0.82,0.71,0.68
3-0-0 char-word-func,7927,logent,AdaBoostClassifier,0.76,0.75,0.82,0.72,0.84,0.83,0.89,0.8,0.86
4-0-0 char-word-func,20681,logent,LogisticRegression,0.55,0.5,0.67,0.0,0.57,0.5,0.82,0.0,0.73
4-0-0 char-word-func,20681,logent,LinearSVC,0.55,0.5,0.67,0.0,0.57,0.5,0.0,0.0,0.73
4-0-0 char-word-func,20681,logent,SVC,0.55,0.5,0.72,0.0,0.57,0.5,0.0,0.0,0.73
4-0-0 char-word-func,20681,logent,DecisionTreeClassifier,0.65,0.64,0.64,0.6,0.66,0.65,0.65,0.61,0.7
4-0-0 char-word-func,20681,logent,RandomForestClassifier,0.58,0.53,0.74,0.13,0.6,0.54,0.78,0.13,0.74
4-0-0 char-word-func,20681,logent,MultinomialNB,0.57,0.54,0.65,0.31,0.66,0.6,0.83,0.33,0.77
4-0-0 char-word-func,20681,logent,BernoulliNB,0.58,0.6,0.64,0.63,0.63,0.66,0.74,0.65,0.61
4-0-0 char-word-func,20681,logent,AdaBoostClassifier,0.67,0.66,0.73,0.62,0.71,0.7,0.78,0.64,0.76
5-0-0 char-word-func,31926,logent,LogisticRegression,0.55,0.5,0.64,0.0,0.57,0.5,0.79,0.0,0.73
5-0-0 char-word-func,31926,logent,LinearSVC,0.55,0.5,0.64,0.0,0.57,0.5,0.0,0.0,0.73
5-0-0 char-word-func,31926,logent,SVC,0.55,0.5,0.7,0.0,0.57,0.5,0.0,0.0,0.73
5-0-0 char-word-func,31926,logent,DecisionTreeClassifier,0.62,0.61,0.61,0.56,0.64,0.63,0.63,0.59,0.68
5-0-0 char-word-func,31926,logent,RandomForestClassifier,0.59,0.54,0.72,0.17,0.62,0.56,0.77,0.21,0.75
5-0-0 char-word-func,31926,logent,MultinomialNB,0.56,0.54,0.62,0.36,0.64,0.58,0.8,0.28,0.76
5-0-0 char-word-func,31926,logent,BernoulliNB,0.55,0.57,0.61,0.61,0.62,0.65,0.71,0.65,0.59
5-0-0 char-word-func,31926,logent,AdaBoostClassifier,0.66,0.65,0.71,0.58,0.7,0.69,0.77,0.65,0.74
6-0-0 char-word-func,37105,logent,LogisticRegression,0.55,0.5,0.64,0.0,0.57,0.5,0.79,0.0,0.73
6-0-0 char-word-func,37105,logent,LinearSVC,0.55,0.5,0.64,0.0,0.57,0.5,0.0,0.0,0.73
6-0-0 char-word-func,37105,logent,SVC,0.55,0.5,0.68,0.0,0.57,0.5,0.0,0.0,0.73
6-0-0 char-word-func,37105,logent,DecisionTreeClassifier,0.6,0.59,0.59,0.55,0.61,0.62,0.62,0.59,0.64
6-0-0 char-word-func,37105,logent,RandomForestClassifier,0.58,0.54,0.71,0.15,0.61,0.55,0.72,0.19,0.75
6-0-0 char-word-func,37105,logent,MultinomialNB,0.57,0.56,0.61,0.4,0.65,0.59,0.79,0.31,0.76
6-0-0 char-word-func,37105,logent,BernoulliNB,0.54,0.56,0.6,0.6,0.62,0.64,0.7,0.65,0.59
6-0-0 char-word-func,37105,logent,AdaBoostClassifier,0.62,0.61,0.68,0.55,0.66,0.65,0.73,0.58,0.72
0-1-0 char-word-func,4020,logent,LogisticRegression,0.55,0.5,0.65,0.0,0.57,0.5,0.78,0.0,0.73
0-1-0 char-word-func,4020,logent,LinearSVC,0.55,0.5,0.65,0.0,0.57,0.5,0.0,0.0,0.73
0-1-0 char-word-func,4020,logent,SVC,0.55,0.5,0.69,0.0,0.57,0.5,0.0,0.0,0.73
0-1-0 char-word-func,4020,logent,DecisionTreeClassifier,0.59,0.58,0.58,0.52,0.6,0.6,0.6,0.56,0.64
0-1-0 char-word-func,4020,logent,RandomForestClassifier,0.57,0.53,0.69,0.12,0.6,0.54,0.74,0.13,0.74
0-1-0 char-word-func,4020,logent,MultinomialNB,0.59,0.58,0.62,0.47,0.71,0.67,0.79,0.53,0.79
0-1-0 char-word-func,4020,logent,BernoulliNB,0.58,0.59,0.67,0.63,0.67,0.69,0.8,0.69,0.66
0-1-0 char-word-func,4020,logent,AdaBoostClassifier,0.61,0.6,0.68,0.56,0.71,0.69,0.73,0.62,0.76
0-2-0 char-word-func,6690,logent,LogisticRegression,0.55,0.5,0.63,0.0,0.57,0.5,0.75,0.0,0.73
0-2-0 char-word-func,6690,logent,LinearSVC,0.55,0.5,0.63,0.0,0.57,0.5,0.0,0.0,0.73
0-2-0 char-word-func,6690,logent,SVC,0.55,0.5,0.66,0.0,0.57,0.5,0.0,0.0,0.73
0-2-0 char-word-func,6690,logent,DecisionTreeClassifier,0.59,0.58,0.58,0.54,0.61,0.6,0.6,0.53,0.66
0-2-0 char-word-func,6690,logent,RandomForestClassifier,0.56,0.52,0.68,0.05,0.6,0.53,0.67,0.12,0.74
0-2-0 char-word-func,6690,logent,MultinomialNB,0.57,0.55,0.59,0.44,0.68,0.64,0.75,0.47,0.77
0-2-0 char-word-func,6690,logent,BernoulliNB,0.54,0.56,0.6,0.59,0.62,0.63,0.75,0.62,0.63
0-2-0 char-word-func,6690,logent,AdaBoostClassifier,0.6,0.6,0.66,0.55,0.6,0.6,0.66,0.55,0.64
0-3-0 char-word-func,2860,logent,LogisticRegression,0.55,0.5,0.64,0.0,0.57,0.5,0.69,0.0,0.73
0-3-0 char-word-func,2860,logent,LinearSVC,0.55,0.5,0.64,0.0,0.57,0.5,0.0,0.0,0.73
0-3-0 char-word-func,2860,logent,SVC,0.55,0.5,0.65,0.0,0.57,0.5,0.0,0.0,0.73
0-3-0 char-word-func,2860,logent,DecisionTreeClassifier,0.58,0.57,0.57,0.54,0.56,0.55,0.54,0.47,0.62
0-3-0 char-word-func,2860,logent,RandomForestClassifier,0.57,0.52,0.69,0.08,0.58,0.5,0.63,0.02,0.73
0-3-0 char-word-func,2860,logent,MultinomialNB,0.58,0.58,0.6,0.5,0.65,0.61,0.7,0.46,0.74
0-3-0 char-word-func,2860,logent,BernoulliNB,0.59,0.59,0.62,0.57,0.64,0.62,0.7,0.53,0.71
0-3-0 char-word-func,2860,logent,AdaBoostClassifier,0.65,0.64,0.66,0.57,0.58,0.57,0.62,0.52,0.63
0-4-0 char-word-func,847,logent,LogisticRegression,0.55,0.5,0.63,0.0,0.57,0.5,0.62,0.0,0.73
0-4-0 char-word-func,847,logent,LinearSVC,0.55,0.5,0.63,0.01,0.59,0.52,0.0,0.07,0.74
0-4-0 char-word-func,847,logent,SVC,0.55,0.5,0.62,0.0,0.57,0.5,0.0,0.0,0.73
0-4-0 char-word-func,847,logent,DecisionTreeClassifier,0.59,0.58,0.59,0.52,0.58,0.56,0.59,0.47,0.62
0-4-0 char-word-func,847,logent,RandomForestClassifier,0.6,0.56,0.67,0.2,0.6,0.53,0.6,0.15,0.74
0-4-0 char-word-func,847,logent,MultinomialNB,0.59,0.58,0.6,0.52,0.61,0.59,0.64,0.47,0.69
0-4-0 char-word-func,847,logent,BernoulliNB,0.59,0.58,0.63,0.54,0.61,0.58,0.64,0.45,0.7
0-4-0 char-word-func,847,logent,AdaBoostClassifier,0.62,0.6,0.6,0.46,0.57,0.54,0.57,0.4,0.67
0-5-0 char-word-func,248,logent,LogisticRegression,0.55,0.5,0.6,0.0,0.57,0.5,0.59,0.0,0.73
0-5-0 char-word-func,248,logent,LinearSVC,0.57,0.53,0.6,0.11,0.57,0.51,0.0,0.1,0.72
0-5-0 char-word-func,248,logent,SVC,0.55,0.5,0.61,0.0,0.57,0.5,0.0,0.0,0.73
0-5-0 char-word-func,248,logent,DecisionTreeClassifier,0.61,0.58,0.57,0.4,0.56,0.51,0.56,0.28,0.66
0-5-0 char-word-func,248,logent,RandomForestClassifier,0.58,0.53,0.61,0.13,0.57,0.5,0.56,0.11,0.72
0-5-0 char-word-func,248,logent,MultinomialNB,0.61,0.59,0.61,0.45,0.58,0.53,0.59,0.3,0.7
0-5-0 char-word-func,248,logent,BernoulliNB,0.51,0.52,0.61,0.54,0.53,0.58,0.6,0.62,0.39
0-5-0 char-word-func,248,logent,AdaBoostClassifier,0.61,0.58,0.59,0.35,0.58,0.52,0.54,0.24,0.71
0-6-0 char-word-func,85,logent,LogisticRegression,0.55,0.5,0.54,0.0,0.57,0.5,0.55,0.0,0.73
0-6-0 char-word-func,85,logent,LinearSVC,0.55,0.5,0.54,0.01,0.58,0.51,0.0,0.05,0.73
0-6-0 char-word-func,85,logent,SVC,0.55,0.5,0.53,0.0,0.57,0.5,0.0,0.0,0.73
0-6-0 char-word-func,85,logent,DecisionTreeClassifier,0.55,0.51,0.53,0.15,0.57,0.5,0.53,0.07,0.72
0-6-0 char-word-func,85,logent,RandomForestClassifier,0.55,0.5,0.55,0.03,0.57,0.5,0.55,0.0,0.73
0-6-0 char-word-func,85,logent,MultinomialNB,0.55,0.52,0.55,0.2,0.58,0.51,0.55,0.08,0.72
0-6-0 char-word-func,85,logent,BernoulliNB,0.49,0.52,0.55,0.55,0.48,0.54,0.55,0.62,0.17
0-6-0 char-word-func,85,logent,AdaBoostClassifier,0.55,0.51,0.53,0.16,0.57,0.5,0.52,0.07,0.72
0-0-1 char-word-func,293,logent,LogisticRegression,0.55,0.5,0.67,0.0,0.57,0.5,0.67,0.0,0.73
0-0-1 char-word-func,293,logent,LinearSVC,0.55,0.5,0.67,0.01,0.58,0.51,0.0,0.05,0.73
0-0-1 char-word-func,293,logent,SVC,0.55,0.5,0.67,0.0,0.57,0.5,0.0,0.0,0.73
0-0-1 char-word-func,293,logent,DecisionTreeClassifier,0.54,0.54,0.54,0.48,0.59,0.59,0.59,0.53,0.64
0-0-1 char-word-func,293,logent,RandomForestClassifier,0.57,0.53,0.65,0.19,0.6,0.54,0.68,0.15,0.74
0-0-1 char-word-func,293,logent,MultinomialNB,0.62,0.6,0.64,0.43,0.69,0.65,0.66,0.51,0.78
0-0-1 char-word-func,293,logent,BernoulliNB,0.6,0.6,0.66,0.58,0.61,0.61,0.67,0.58,0.64
0-0-1 char-word-func,293,logent,AdaBoostClassifier,0.6,0.59,0.62,0.53,0.58,0.56,0.59,0.44,0.67
0-0-2 char-word-func,3203,logent,LogisticRegression,0.55,0.5,0.63,0.0,0.57,0.5,0.7,0.0,0.73
0-0-2 char-word-func,3203,logent,LinearSVC,0.55,0.5,0.64,0.0,0.57,0.5,0.0,0.0,0.73
0-0-2 char-word-func,3203,logent,SVC,0.55,0.5,0.65,0.0,0.57,0.5,0.0,0.0,0.73
0-0-2 char-word-func,3203,logent,DecisionTreeClassifier,0.57,0.57,0.57,0.52,0.56,0.57,0.57,0.55,0.57
0-0-2 char-word-func,3203,logent,RandomForestClassifier,0.57,0.52,0.63,0.07,0.58,0.5,0.65,0.02,0.73
0-0-2 char-word-func,3203,logent,MultinomialNB,0.6,0.57,0.6,0.34,0.66,0.61,0.69,0.38,0.77
0-0-2 char-word-func,3203,logent,BernoulliNB,0.58,0.59,0.6,0.6,0.59,0.59,0.67,0.56,0.61
0-0-2 char-word-func,3203,logent,AdaBoostClassifier,0.6,0.59,0.61,0.52,0.62,0.61,0.64,0.55,0.67
0-0-3 char-word-func,3790,logent,LogisticRegression,0.55,0.5,0.59,0.0,0.57,0.5,0.66,0.0,0.73
0-0-3 char-word-func,3790,logent,LinearSVC,0.55,0.5,0.59,0.0,0.57,0.5,0.0,0.0,0.73
0-0-3 char-word-func,3790,logent,SVC,0.55,0.5,0.6,0.0,0.57,0.5,0.0,0.0,0.73
0-0-3 char-word-func,3790,logent,DecisionTreeClassifier,0.56,0.55,0.55,0.48,0.58,0.59,0.59,0.58,0.57
0-0-3 char-word-func,3790,logent,RandomForestClassifier,0.55,0.51,0.59,0.03,0.58,0.51,0.61,0.03,0.73
0-0-3 char-word-func,3790,logent,MultinomialNB,0.57,0.54,0.57,0.39,0.64,0.59,0.66,0.38,0.74
0-0-3 char-word-func,3790,logent,BernoulliNB,0.53,0.54,0.57,0.54,0.56,0.57,0.66,0.55,0.58
0-0-3 char-word-func,3790,logent,AdaBoostClassifier,0.59,0.58,0.59,0.52,0.6,0.58,0.62,0.51,0.66
0-0-4 char-word-func,1020,logent,LogisticRegression,0.55,0.5,0.57,0.0,0.57,0.5,0.6,0.0,0.73
0-0-4 char-word-func,1020,logent,LinearSVC,0.55,0.5,0.57,0.01,0.57,0.5,0.0,0.0,0.73
0-0-4 char-word-func,1020,logent,SVC,0.55,0.5,0.58,0.0,0.57,0.5,0.0,0.0,0.73
0-0-4 char-word-func,1020,logent,DecisionTreeClassifier,0.56,0.55,0.53,0.46,0.59,0.57,0.56,0.45,0.66
0-0-4 char-word-func,1020,logent,RandomForestClassifier,0.57,0.52,0.6,0.08,0.58,0.51,0.57,0.08,0.73
0-0-4 char-word-func,1020,logent,MultinomialNB,0.56,0.54,0.55,0.45,0.61,0.58,0.62,0.45,0.7
0-0-4 char-word-func,1020,logent,BernoulliNB,0.55,0.54,0.56,0.47,0.6,0.57,0.61,0.45,0.68
0-0-4 char-word-func,1020,logent,AdaBoostClassifier,0.59,0.56,0.57,0.39,0.6,0.56,0.57,0.36,0.71
0-0-5 char-word-func,136,logent,LogisticRegression,0.55,0.5,0.55,0.0,0.57,0.5,0.54,0.0,0.73
0-0-5 char-word-func,136,logent,LinearSVC,0.56,0.51,0.55,0.05,0.58,0.51,0.0,0.08,0.73
0-0-5 char-word-func,136,logent,SVC,0.55,0.5,0.55,0.0,0.57,0.5,0.0,0.0,0.73
0-0-5 char-word-func,136,logent,DecisionTreeClassifier,0.57,0.53,0.54,0.31,0.56,0.51,0.55,0.23,0.67
0-0-5 char-word-func,136,logent,RandomForestClassifier,0.58,0.54,0.53,0.14,0.58,0.51,0.51,0.08,0.72
0-0-5 char-word-func,136,logent,MultinomialNB,0.58,0.55,0.55,0.35,0.57,0.52,0.53,0.22,0.71
0-0-5 char-word-func,136,logent,BernoulliNB,0.57,0.55,0.54,0.36,0.56,0.5,0.53,0.19,0.69
0-0-5 char-word-func,136,logent,AdaBoostClassifier,0.57,0.53,0.53,0.24,0.57,0.51,0.54,0.19,0.71
0-0-6 char-word-func,18,logent,LogisticRegression,0.55,0.5,0.53,0.0,0.57,0.5,0.52,0.0,0.73
0-0-6 char-word-func,18,logent,LinearSVC,0.55,0.5,0.53,0.0,0.58,0.51,0.0,0.04,0.73
0-0-6 char-word-func,18,logent,SVC,0.55,0.5,0.53,0.0,0.57,0.5,0.0,0.0,0.73
0-0-6 char-word-func,18,logent,DecisionTreeClassifier,0.57,0.53,0.53,0.16,0.58,0.52,0.52,0.08,0.73
0-0-6 char-word-func,18,logent,RandomForestClassifier,0.56,0.52,0.53,0.09,0.58,0.52,0.52,0.08,0.73
0-0-6 char-word-func,18,logent,MultinomialNB,0.57,0.53,0.52,0.16,0.58,0.52,0.52,0.08,0.73
0-0-6 char-word-func,18,logent,BernoulliNB,0.57,0.53,0.52,0.19,0.58,0.52,0.53,0.08,0.73
0-0-6 char-word-func,18,logent,AdaBoostClassifier,0.57,0.53,0.53,0.18,0.58,0.52,0.52,0.08,0.73
1-1-1 char-word-func,4414,logent,LogisticRegression,0.55,0.5,0.82,0.0,0.57,0.5,0.88,0.0,0.73
1-1-1 char-word-func,4414,logent,LinearSVC,0.55,0.5,0.82,0.0,0.58,0.51,0.0,0.04,0.73
1-1-1 char-word-func,4414,logent,SVC,0.55,0.5,0.84,0.0,0.57,0.5,0.0,0.0,0.73
1-1-1 char-word-func,4414,logent,DecisionTreeClassifier,0.72,0.71,0.71,0.68,0.81,0.81,0.81,0.78,0.82
1-1-1 char-word-func,4414,logent,RandomForestClassifier,0.6,0.56,0.76,0.23,0.67,0.62,0.81,0.41,0.77
1-1-1 char-word-func,4414,logent,MultinomialNB,0.63,0.62,0.73,0.52,0.76,0.73,0.85,0.64,0.82
1-1-1 char-word-func,4414,logent,BernoulliNB,0.61,0.62,0.72,0.66,0.68,0.7,0.83,0.69,0.66
1-1-1 char-word-func,4414,logent,AdaBoostClassifier,0.78,0.78,0.83,0.77,0.84,0.84,0.93,0.82,0.86
2-2-2 char-word-func,11448,logent,LogisticRegression,0.55,0.5,0.87,0.0,0.57,0.5,0.95,0.0,0.73
2-2-2 char-word-func,11448,logent,LinearSVC,0.55,0.5,0.87,0.0,0.58,0.5,0.0,0.02,0.73
2-2-2 char-word-func,11448,logent,SVC,0.55,0.5,0.89,0.0,0.57,0.5,0.0,0.0,0.73
2-2-2 char-word-func,11448,logent,DecisionTreeClassifier,0.73,0.73,0.73,0.7,0.84,0.82,0.82,0.79,0.86
2-2-2 char-word-func,11448,logent,RandomForestClassifier,0.61,0.57,0.84,0.23,0.73,0.68,0.93,0.54,0.81
2-2-2 char-word-func,11448,logent,MultinomialNB,0.62,0.59,0.82,0.3,0.72,0.67,0.93,0.51,0.8
2-2-2 char-word-func,11448,logent,BernoulliNB,0.65,0.66,0.74,0.69,0.73,0.74,0.88,0.72,0.73
2-2-2 char-word-func,11448,logent,AdaBoostClassifier,0.8,0.8,0.88,0.78,0.83,0.81,0.9,0.78,0.86
3-3-3 char-word-func,14577,logent,LogisticRegression,0.55,0.5,0.75,0.0,0.57,0.5,0.88,0.0,0.73
3-3-3 char-word-func,14577,logent,LinearSVC,0.55,0.5,0.74,0.0,0.57,0.5,0.0,0.0,0.73
3-3-3 char-word-func,14577,logent,SVC,0.55,0.5,0.8,0.0,0.57,0.5,0.0,0.0,0.73
3-3-3 char-word-func,14577,logent,DecisionTreeClassifier,0.76,0.76,0.76,0.74,0.78,0.78,0.78,0.74,0.81
3-3-3 char-word-func,14577,logent,RandomForestClassifier,0.59,0.55,0.8,0.18,0.67,0.61,0.89,0.36,0.78
3-3-3 char-word-func,14577,logent,MultinomialNB,0.58,0.54,0.76,0.16,0.63,0.56,0.9,0.22,0.75
3-3-3 char-word-func,14577,logent,BernoulliNB,0.63,0.64,0.7,0.67,0.69,0.72,0.82,0.71,0.68
3-3-3 char-word-func,14577,logent,AdaBoostClassifier,0.74,0.73,0.82,0.69,0.82,0.81,0.89,0.78,0.86
4-4-4 char-word-func,22548,logent,LogisticRegression,0.55,0.5,0.67,0.0,0.57,0.5,0.82,0.0,0.73
4-4-4 char-word-func,22548,logent,LinearSVC,0.55,0.5,0.67,0.0,0.57,0.5,0.0,0.0,0.73
4-4-4 char-word-func,22548,logent,SVC,0.55,0.5,0.73,0.0,0.57,0.5,0.0,0.0,0.73
4-4-4 char-word-func,22548,logent,DecisionTreeClassifier,0.63,0.63,0.63,0.6,0.63,0.63,0.63,0.6,0.65
4-4-4 char-word-func,22548,logent,RandomForestClassifier,0.57,0.53,0.71,0.13,0.63,0.56,0.81,0.23,0.75
4-4-4 char-word-func,22548,logent,MultinomialNB,0.57,0.54,0.66,0.29,0.63,0.57,0.83,0.25,0.76
4-4-4 char-word-func,22548,logent,BernoulliNB,0.58,0.6,0.64,0.63,0.64,0.66,0.74,0.66,0.62
4-4-4 char-word-func,22548,logent,AdaBoostClassifier,0.67,0.66,0.73,0.61,0.68,0.67,0.78,0.63,0.71
5-5-5 char-word-func,32310,logent,LogisticRegression,0.55,0.5,0.65,0.0,0.57,0.5,0.79,0.0,0.73
5-5-5 char-word-func,32310,logent,LinearSVC,0.55,0.5,0.65,0.0,0.57,0.5,0.0,0.0,0.73
5-5-5 char-word-func,32310,logent,SVC,0.55,0.5,0.7,0.0,0.57,0.5,0.0,0.0,0.73
5-5-5 char-word-func,32310,logent,DecisionTreeClassifier,0.61,0.6,0.6,0.53,0.67,0.66,0.66,0.62,0.7
5-5-5 char-word-func,32310,logent,RandomForestClassifier,0.58,0.54,0.72,0.14,0.6,0.54,0.72,0.13,0.74
5-5-5 char-word-func,32310,logent,MultinomialNB,0.57,0.55,0.63,0.37,0.64,0.58,0.8,0.26,0.76
5-5-5 char-word-func,32310,logent,BernoulliNB,0.55,0.57,0.62,0.61,0.63,0.65,0.71,0.65,0.6
5-5-5 char-word-func,32310,logent,AdaBoostClassifier,0.67,0.66,0.74,0.61,0.7,0.7,0.78,0.67,0.73
6-6-6 char-word-func,37208,logent,LogisticRegression,0.55,0.5,0.64,0.0,0.57,0.5,0.79,0.0,0.73
6-6-6 char-word-func,37208,logent,LinearSVC,0.55,0.5,0.64,0.0,0.57,0.5,0.0,0.0,0.73
6-6-6 char-word-func,37208,logent,SVC,0.55,0.5,0.68,0.0,0.57,0.5,0.0,0.0,0.73
6-6-6 char-word-func,37208,logent,DecisionTreeClassifier,0.6,0.59,0.59,0.54,0.6,0.61,0.61,0.59,0.61
6-6-6 char-word-func,37208,logent,RandomForestClassifier,0.58,0.54,0.72,0.14,0.61,0.55,0.75,0.19,0.75
6-6-6 char-word-func,37208,logent,MultinomialNB,0.57,0.56,0.61,0.4,0.65,0.59,0.79,0.31,0.76
6-6-6 char-word-func,37208,logent,BernoulliNB,0.54,0.56,0.6,0.6,0.62,0.64,0.7,0.65,0.59
6-6-6 char-word-func,37208,logent,AdaBoostClassifier,0.65,0.64,0.69,0.6,0.72,0.71,0.76,0.66,0.76
1-1-0 char-word-func,4121,logent,LogisticRegression,0.55,0.5,0.81,0.0,0.57,0.5,0.88,0.0,0.73
1-1-0 char-word-func,4121,logent,LinearSVC,0.55,0.5,0.82,0.01,0.6,0.54,0.0,0.13,0.74
1-1-0 char-word-func,4121,logent,SVC,0.55,0.5,0.83,0.0,0.57,0.5,0.0,0.0,0.73
1-1-0 char-word-func,4121,logent,DecisionTreeClassifier,0.73,0.72,0.72,0.69,0.8,0.8,0.8,0.77,0.82
1-1-0 char-word-func,4121,logent,RandomForestClassifier,0.58,0.54,0.74,0.15,0.66,0.61,0.84,0.37,0.77
1-1-0 char-word-func,4121,logent,MultinomialNB,0.63,0.62,0.72,0.53,0.76,0.73,0.85,0.65,0.82
1-1-0 char-word-func,4121,logent,BernoulliNB,0.59,0.61,0.72,0.65,0.71,0.73,0.84,0.72,0.69
1-1-0 char-word-func,4121,logent,AdaBoostClassifier,0.76,0.76,0.85,0.75,0.87,0.86,0.94,0.84,0.88
2-1-0 char-word-func,5575,logent,LogisticRegression,0.55,0.5,0.86,0.0,0.57,0.5,0.94,0.0,0.73
2-1-0 char-word-func,5575,logent,LinearSVC,0.55,0.5,0.86,0.01,0.59,0.52,0.0,0.09,0.74
2-1-0 char-word-func,5575,logent,SVC,0.55,0.5,0.88,0.0,0.57,0.5,0.0,0.0,0.73
2-1-0 char-word-func,5575,logent,DecisionTreeClassifier,0.71,0.71,0.71,0.68,0.76,0.75,0.75,0.7,0.8
2-1-0 char-word-func,5575,logent,RandomForestClassifier,0.62,0.58,0.85,0.25,0.76,0.72,0.94,0.6,0.82
2-1-0 char-word-func,5575,logent,MultinomialNB,0.68,0.66,0.81,0.52,0.77,0.73,0.91,0.63,0.83
2-1-0 char-word-func,5575,logent,BernoulliNB,0.67,0.69,0.79,0.72,0.73,0.74,0.89,0.73,0.72
2-1-0 char-word-func,5575,logent,AdaBoostClassifier,0.82,0.82,0.88,0.81,0.85,0.84,0.9,0.81,0.87
3-1-0 char-word-func,11947,logent,LogisticRegression,0.55,0.5,0.73,0.0,0.57,0.5,0.87,0.0,0.73
3-1-0 char-word-func,11947,logent,LinearSVC,0.55,0.5,0.73,0.0,0.57,0.5,0.0,0.0,0.73
3-1-0 char-word-func,11947,logent,SVC,0.55,0.5,0.79,0.0,0.57,0.5,0.0,0.0,0.73
3-1-0 char-word-func,11947,logent,DecisionTreeClassifier,0.73,0.72,0.72,0.7,0.82,0.81,0.81,0.78,0.84
3-1-0 char-word-func,11947,logent,RandomForestClassifier,0.58,0.54,0.8,0.15,0.69,0.64,0.91,0.44,0.79
3-1-0 char-word-func,11947,logent,MultinomialNB,0.59,0.56,0.73,0.31,0.71,0.66,0.87,0.49,0.8
3-1-0 char-word-func,11947,logent,BernoulliNB,0.63,0.64,0.69,0.67,0.69,0.72,0.81,0.71,0.67
3-1-0 char-word-func,11947,logent,AdaBoostClassifier,0.75,0.74,0.84,0.71,0.83,0.82,0.9,0.79,0.86
4-1-0 char-word-func,24701,logent,LogisticRegression,0.55,0.5,0.67,0.0,0.57,0.5,0.81,0.0,0.73
4-1-0 char-word-func,24701,logent,LinearSVC,0.55,0.5,0.67,0.0,0.57,0.5,0.0,0.0,0.73
4-1-0 char-word-func,24701,logent,SVC,0.55,0.5,0.72,0.0,0.57,0.5,0.0,0.0,0.73
4-1-0 char-word-func,24701,logent,DecisionTreeClassifier,0.63,0.63,0.63,0.59,0.67,0.67,0.67,0.63,0.7
4-1-0 char-word-func,24701,logent,RandomForestClassifier,0.58,0.54,0.71,0.15,0.62,0.56,0.78,0.21,0.75
4-1-0 char-word-func,24701,logent,MultinomialNB,0.57,0.54,0.65,0.32,0.66,0.6,0.82,0.33,0.77
4-1-0 char-word-func,24701,logent,BernoulliNB,0.58,0.59,0.63,0.63,0.63,0.66,0.73,0.66,0.61
4-1-0 char-word-func,24701,logent,AdaBoostClassifier,0.67,0.66,0.73,0.62,0.69,0.68,0.76,0.63,0.73
5-1-0 char-word-func,35946,logent,LogisticRegression,0.55,0.5,0.65,0.0,0.57,0.5,0.79,0.0,0.73
5-1-0 char-word-func,35946,logent,LinearSVC,0.55,0.5,0.65,0.0,0.57,0.5,0.0,0.0,0.73
5-1-0 char-word-func,35946,logent,SVC,0.55,0.5,0.7,0.0,0.57,0.5,0.0,0.0,0.73
5-1-0 char-word-func,35946,logent,DecisionTreeClassifier,0.61,0.6,0.6,0.56,0.65,0.65,0.65,0.62,0.68
5-1-0 char-word-func,35946,logent,RandomForestClassifier,0.58,0.54,0.7,0.15,0.61,0.55,0.73,0.18,0.75
5-1-0 char-word-func,35946,logent,MultinomialNB,0.57,0.55,0.62,0.36,0.64,0.58,0.8,0.29,0.76
5-1-0 char-word-func,35946,logent,BernoulliNB,0.55,0.57,0.62,0.61,0.63,0.65,0.7,0.65,0.6
5-1-0 char-word-func,35946,logent,AdaBoostClassifier,0.65,0.65,0.73,0.6,0.69,0.68,0.74,0.61,0.75
6-1-0 char-word-func,41125,logent,LogisticRegression,0.55,0.5,0.64,0.0,0.57,0.5,0.79,0.0,0.73
6-1-0 char-word-func,41125,logent,LinearSVC,0.55,0.5,0.64,0.0,0.57,0.5,0.0,0.0,0.73
6-1-0 char-word-func,41125,logent,SVC,0.55,0.5,0.68,0.0,0.57,0.5,0.0,0.0,0.73
6-1-0 char-word-func,41125,logent,DecisionTreeClassifier,0.61,0.61,0.61,0.58,0.61,0.61,0.61,0.58,0.64
6-1-0 char-word-func,41125,logent,RandomForestClassifier,0.59,0.55,0.7,0.19,0.63,0.57,0.75,0.25,0.76
6-1-0 char-word-func,41125,logent,MultinomialNB,0.57,0.55,0.62,0.39,0.65,0.59,0.79,0.31,0.76
6-1-0 char-word-func,41125,logent,BernoulliNB,0.55,0.57,0.6,0.61,0.63,0.65,0.7,0.65,0.6
